,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,real sallary,predicted sallary
12862,0.13,0.76,5,219,4,0,0,0,technical,low,medium
3017,0.98,0.78,4,155,3,1,0,0,technical,low,low
10138,0.91,0.88,5,123,5,0,0,0,IT,low,medium
11885,0.71,0.68,3,231,2,1,0,0,product_mng,low,low
14111,0.83,0.57,2,222,2,0,0,0,sales,medium,low
5095,0.73,0.87,4,155,3,1,0,0,technical,high,low
197,0.1,0.91,6,287,4,0,1,0,technical,low,low
140,0.09,0.96,6,245,4,0,1,0,IT,low,low
5116,0.85,0.79,3,243,2,0,0,1,technical,medium,medium
44,0.09,0.89,6,276,4,0,1,0,technical,low,low
759,0.41,0.55,2,151,3,0,1,0,sales,low,low
11660,0.52,0.69,5,208,8,1,0,0,RandD,low,medium
8785,0.55,0.8,3,192,3,1,0,0,marketing,low,medium
14602,0.45,0.55,2,148,3,0,1,0,sales,low,low
4732,0.7,0.64,4,178,3,1,0,1,marketing,high,medium
10317,0.22,0.7,4,225,4,0,0,0,sales,medium,medium
4773,0.85,0.57,5,190,2,1,0,0,technical,medium,low
5374,0.58,0.62,5,184,3,0,0,0,hr,low,medium
10795,0.56,0.74,3,154,2,0,0,0,hr,medium,medium
2370,0.12,0.55,5,242,4,0,0,0,marketing,medium,medium
12611,0.39,0.53,2,127,3,0,1,0,sales,medium,low
9894,0.57,0.48,5,221,3,0,0,0,support,medium,low
7075,0.3,0.47,6,156,2,1,0,0,support,medium,low
12357,0.37,0.54,2,149,3,0,1,0,support,low,low
11840,0.5,0.9,5,226,2,0,0,0,management,high,high
8560,0.64,0.78,5,156,5,1,0,0,sales,low,medium
7779,0.71,0.96,3,201,3,0,0,0,RandD,low,medium
11091,0.86,0.82,4,212,2,0,0,0,product_mng,medium,low
5955,0.7,0.98,3,215,2,0,0,0,sales,low,low
4816,0.6,0.88,3,261,3,1,0,0,marketing,medium,medium
2938,0.52,0.67,4,210,3,1,0,0,technical,low,low
13026,0.83,0.73,4,247,2,0,0,0,support,medium,low
12465,0.37,0.54,2,152,3,0,1,0,marketing,medium,low
14727,0.1,0.89,6,247,4,0,1,0,technical,low,low
3909,0.62,0.88,5,146,3,0,0,0,sales,low,low
3594,0.31,0.98,5,232,5,0,0,0,marketing,low,medium
10681,0.82,0.49,4,180,2,0,0,0,RandD,low,medium
12459,0.4,0.48,2,137,3,0,1,0,sales,medium,low
6485,0.63,1.0,5,241,4,0,0,0,RandD,medium,medium
8967,0.76,0.76,4,214,3,0,0,0,technical,high,low
5390,0.66,0.73,5,249,2,0,0,0,support,medium,low
5750,0.75,0.71,4,209,3,0,0,0,sales,medium,low
1727,0.11,0.94,6,266,4,0,1,0,support,low,low
1672,0.84,0.83,4,239,5,0,1,0,product_mng,low,low
13034,0.7,0.87,3,166,2,0,0,0,IT,medium,low
6884,0.95,0.38,2,103,3,0,0,0,sales,low,low
12199,0.77,0.94,5,226,6,0,1,0,support,low,low
11318,0.75,0.94,5,194,4,0,0,0,technical,low,medium
175,0.54,0.74,4,164,2,0,1,0,sales,low,low
12710,0.64,0.9,6,252,2,0,1,0,sales,low,low
1095,0.1,0.77,7,308,4,0,1,0,accounting,low,low
12517,0.09,0.86,7,309,4,0,1,0,technical,low,low
6271,0.48,0.98,5,132,4,0,0,0,sales,low,low
7893,0.75,0.81,2,247,4,0,0,0,hr,low,medium
10910,0.51,0.5,4,130,3,0,0,0,RandD,medium,medium
4435,0.95,0.65,5,182,3,0,0,0,marketing,low,medium
10116,0.99,0.55,3,97,6,1,0,0,technical,medium,medium
9411,0.61,0.86,3,238,2,0,0,0,sales,low,low
7709,0.75,0.88,3,224,2,0,0,0,sales,low,low
238,0.43,0.53,2,146,3,0,1,0,marketing,low,low
11810,0.73,0.9,5,184,3,0,0,0,IT,low,low
10555,0.75,0.9,3,140,3,0,0,0,sales,low,low
5756,0.18,0.86,5,267,4,0,0,0,accounting,medium,medium
14792,0.81,0.88,5,242,5,0,1,0,support,medium,low
1569,0.37,0.48,2,153,3,0,1,0,technical,low,low
1710,0.11,0.97,6,254,4,0,1,0,accounting,high,low
13152,0.81,0.92,5,258,3,0,0,1,sales,medium,medium
9020,0.69,0.8,3,177,4,0,0,0,sales,low,low
825,0.11,0.86,6,308,4,0,1,0,IT,low,low
5237,0.66,0.56,4,141,4,0,0,0,support,medium,low
10802,0.16,0.76,4,223,4,0,0,0,technical,low,medium
10664,0.37,0.72,3,169,2,1,0,0,support,medium,low
6777,0.59,0.89,3,192,2,0,0,0,IT,low,low
5835,0.96,0.59,3,214,2,0,0,0,hr,low,medium
3078,0.93,0.59,5,172,3,0,0,0,sales,medium,low
11928,0.5,0.64,2,170,8,0,0,0,sales,low,medium
4149,0.62,0.62,4,136,2,0,0,0,sales,medium,low
1949,0.91,0.99,5,254,5,0,1,0,technical,medium,low
9918,0.65,0.82,4,196,2,0,0,0,IT,low,low
2439,0.66,0.58,3,205,3,0,0,0,RandD,medium,medium
3593,0.81,0.77,4,197,3,0,0,0,marketing,low,medium
7431,0.35,0.52,3,155,3,0,0,0,sales,low,low
13702,0.61,0.88,5,146,7,1,0,0,marketing,low,medium
3733,0.81,0.52,4,270,3,0,0,0,RandD,medium,medium
4870,0.99,0.95,4,102,5,0,0,0,IT,low,medium
5850,0.83,0.75,3,150,3,0,0,0,support,low,low
6232,0.84,0.79,4,258,4,0,0,0,support,low,low
8584,0.84,0.81,4,198,2,0,0,0,hr,medium,medium
6961,0.65,0.53,4,160,3,0,0,0,sales,low,low
2722,0.17,0.56,5,218,4,1,0,0,support,medium,low
10964,0.52,0.43,3,176,3,0,0,0,support,low,low
1531,0.36,0.57,2,144,3,0,1,0,technical,low,low
7288,0.71,0.43,2,100,6,0,0,0,technical,medium,medium
13230,0.78,0.96,2,285,3,0,0,0,sales,high,low
4728,0.2,0.53,3,149,4,0,0,1,RandD,low,medium
6751,0.58,0.91,3,124,2,0,0,0,technical,medium,low
6956,0.79,0.75,4,168,3,0,0,0,sales,high,low
9627,0.95,0.86,2,263,4,0,0,0,sales,medium,medium
6901,1.0,0.52,4,171,4,0,0,0,hr,medium,medium
10679,0.63,0.55,4,200,3,1,0,0,RandD,low,medium
8066,0.97,0.77,3,206,4,0,0,0,support,medium,low
1878,0.4,0.49,2,144,3,0,1,0,support,low,low
1788,0.42,0.48,2,146,3,0,1,0,hr,high,low
2094,0.48,0.56,2,151,3,0,0,0,hr,medium,medium
5105,0.49,0.72,4,246,3,0,0,0,product_mng,low,low
3534,0.59,0.66,3,186,3,0,0,0,sales,medium,low
7409,0.23,0.7,4,233,2,0,0,0,management,medium,high
7067,0.91,0.7,4,134,2,0,0,0,technical,medium,low
6323,0.97,0.64,3,237,3,0,0,0,IT,medium,medium
9924,0.77,0.93,3,227,3,0,0,0,management,high,high
3331,0.84,0.94,4,270,3,1,0,0,support,low,low
12261,0.82,0.97,5,263,5,0,1,0,hr,medium,low
11381,0.37,0.72,3,121,2,0,0,0,sales,low,low
13758,0.42,0.8,4,259,7,1,0,0,sales,medium,medium
9438,0.65,0.85,4,233,2,0,0,0,support,low,low
2465,0.14,0.52,4,217,6,0,0,0,sales,low,medium
11991,0.6,0.53,2,235,7,0,0,0,IT,medium,medium
2515,0.73,0.85,5,245,3,0,0,0,RandD,low,medium
10822,0.68,0.66,4,229,3,0,0,0,IT,medium,medium
1761,0.09,0.85,7,307,4,0,1,0,management,low,low
5262,0.68,0.97,5,207,4,1,0,0,RandD,low,medium
2786,0.88,0.52,4,166,2,0,0,0,technical,low,low
13557,0.98,0.7,3,153,10,0,0,0,management,high,high
10274,0.61,0.52,5,255,3,0,0,0,support,medium,low
4123,0.65,0.57,3,137,4,1,0,0,sales,high,low
14785,0.37,0.49,2,151,3,0,1,0,technical,medium,low
8998,1.0,0.52,4,198,3,0,0,0,product_mng,medium,low
13472,0.81,0.85,4,134,10,1,0,0,management,medium,medium
1348,0.89,0.83,5,130,4,1,1,0,support,medium,low
5176,0.79,0.72,4,192,3,0,0,0,IT,low,low
11196,0.22,0.7,2,274,10,0,0,0,sales,high,medium
869,0.38,0.57,2,152,3,1,1,0,hr,low,low
7163,0.85,0.76,4,262,2,0,0,0,IT,low,low
12885,0.72,0.79,3,221,3,0,0,0,product_mng,high,low
12064,0.11,0.94,6,286,4,0,1,0,IT,medium,low
3091,0.49,0.58,3,136,4,1,0,0,technical,low,low
13062,0.5,0.81,3,170,2,0,0,0,sales,low,low
13083,0.2,0.42,4,256,5,0,0,0,hr,low,medium
2675,0.87,0.9,4,214,3,0,0,0,technical,medium,low
7122,0.78,0.68,5,168,3,0,0,0,sales,low,low
4155,0.75,0.5,4,98,4,0,0,0,hr,medium,medium
11771,0.65,0.4,5,125,4,0,0,0,sales,low,medium
3407,0.54,0.43,3,192,2,0,0,0,support,low,low
4024,0.35,0.41,3,157,2,0,0,0,support,low,low
9187,0.9,0.55,4,211,3,0,0,0,accounting,medium,medium
10579,0.52,0.79,4,234,3,0,0,0,support,low,low
4186,0.69,0.69,5,160,3,0,0,0,IT,medium,low
6804,0.77,0.42,4,98,2,0,0,0,sales,low,low
13563,0.51,0.73,4,229,3,0,0,0,sales,low,low
13925,0.51,0.75,3,133,3,0,0,0,sales,medium,low
10361,0.52,0.96,6,166,5,1,0,0,technical,medium,medium
8617,0.3,0.76,5,224,2,0,0,0,product_mng,medium,low
7929,0.49,0.87,3,212,2,0,0,0,product_mng,medium,low
8941,0.91,0.88,5,210,2,1,0,0,sales,low,low
5204,0.51,0.49,4,182,2,0,0,0,sales,medium,low
14689,0.76,0.83,5,227,5,0,1,0,sales,low,low
2753,0.54,0.96,3,201,3,0,0,0,management,medium,high
1938,0.36,0.54,2,153,3,0,1,0,accounting,medium,low
10904,0.58,0.86,4,168,2,0,0,0,product_mng,medium,low
4359,0.74,0.51,4,246,3,1,0,0,marketing,medium,medium
9834,0.34,0.42,6,287,5,1,0,0,IT,low,medium
14460,0.11,0.84,6,298,4,0,1,0,sales,low,low
1,0.8,0.86,5,262,6,0,1,0,sales,medium,low
9805,0.63,0.82,5,268,3,0,0,0,hr,high,medium
4758,0.95,0.56,5,194,2,0,0,0,sales,high,low
13602,0.37,0.63,4,167,3,0,0,0,IT,low,low
13706,0.77,0.75,3,170,7,0,0,0,sales,low,medium
10917,0.99,0.73,4,240,4,0,0,0,accounting,low,medium
5772,0.77,0.83,6,271,3,0,0,0,support,low,low
11429,0.78,0.57,4,157,3,0,0,0,accounting,low,medium
6497,0.5,0.55,2,128,3,0,0,0,sales,low,low
13449,0.39,0.89,3,188,5,0,0,0,support,low,medium
9712,0.87,0.71,6,224,6,0,0,0,sales,high,medium
8276,0.89,0.93,3,181,3,0,0,0,hr,low,medium
2220,0.75,0.51,4,138,4,0,0,0,marketing,medium,medium
12431,0.41,0.57,2,160,3,0,1,0,support,low,low
3977,0.49,0.67,4,185,2,0,0,0,sales,low,low
3414,0.62,0.88,2,263,4,0,0,0,support,medium,low
6384,0.38,0.78,4,159,5,0,0,0,support,low,medium
8951,0.84,0.4,4,246,3,0,0,0,sales,low,low
1401,0.11,0.87,6,272,4,0,1,0,sales,medium,low
4060,0.63,0.88,3,177,3,0,0,0,sales,low,low
7855,0.7,0.38,4,270,2,0,0,0,RandD,low,medium
2636,0.81,0.63,4,108,6,0,0,0,technical,medium,medium
5340,0.18,0.59,4,132,3,0,0,0,RandD,low,medium
12337,0.44,0.51,2,140,3,0,1,0,hr,medium,low
6449,0.88,0.99,3,190,5,0,0,0,technical,high,medium
2835,0.73,0.41,2,231,6,1,0,0,sales,medium,medium
11800,0.67,0.91,2,245,2,1,0,1,sales,medium,medium
3053,0.54,0.72,3,172,2,0,0,0,RandD,low,low
11911,0.64,0.64,2,190,3,0,0,0,sales,low,low
2910,0.59,0.81,6,123,5,0,0,0,sales,medium,medium
1944,0.76,0.89,5,238,5,0,1,0,technical,high,low
7435,0.23,0.46,4,274,5,1,0,0,hr,medium,medium
7993,0.17,0.6,5,144,6,0,0,0,technical,medium,medium
8052,0.64,0.99,4,222,2,0,0,0,technical,low,low
2613,0.7,0.9,3,225,2,0,0,0,sales,low,low
6492,0.64,0.57,4,217,3,0,0,0,marketing,high,medium
7696,0.88,0.95,4,234,3,0,0,0,IT,low,low
14650,0.41,0.52,2,136,3,0,1,0,technical,low,low
12673,0.37,0.46,2,149,3,0,1,0,IT,low,low
2245,0.53,0.75,6,192,6,0,0,0,hr,medium,medium
10374,0.17,0.59,6,160,2,0,0,0,IT,low,low
14497,0.11,0.83,6,306,4,0,1,0,support,low,low
8740,0.56,0.96,2,269,2,0,0,0,technical,low,low
8156,0.45,0.75,2,246,2,0,0,0,product_mng,medium,low
7687,0.26,0.7,3,238,6,0,0,0,support,medium,medium
12448,0.36,0.48,2,159,3,0,1,0,product_mng,low,low
495,0.82,0.99,4,263,6,0,1,0,technical,medium,low
425,0.42,0.51,2,136,3,0,1,0,technical,medium,low
3738,0.72,0.8,3,219,3,0,0,0,marketing,medium,medium
11559,0.74,0.78,4,194,8,0,0,0,sales,medium,medium
14128,0.92,0.85,3,151,6,1,0,0,sales,low,medium
8484,0.97,0.81,5,266,2,0,0,0,sales,low,low
1110,0.09,0.82,7,267,4,0,1,0,technical,low,low
14826,0.1,0.88,7,267,4,0,1,0,management,medium,low
4392,0.49,0.55,2,173,3,0,0,0,technical,medium,low
1892,0.44,0.52,2,141,3,0,1,0,management,low,low
5930,0.65,0.95,3,266,3,1,0,0,support,low,low
5065,0.97,0.66,4,193,4,0,0,0,accounting,low,medium
9502,0.73,0.76,2,166,3,0,0,0,technical,low,low
11780,0.82,0.67,4,156,3,0,0,0,product_mng,low,low
5813,0.95,0.67,4,227,3,0,0,0,sales,low,low
9871,0.53,0.62,4,162,2,0,0,0,sales,low,low
3995,0.63,0.4,6,177,2,1,0,0,sales,medium,low
1527,0.38,0.55,2,131,3,0,1,0,marketing,low,low
7260,0.99,0.86,4,196,2,1,0,0,marketing,high,low
590,0.38,0.55,2,148,3,0,1,0,support,low,low
11040,0.62,0.81,3,245,2,1,0,0,hr,low,medium
5259,0.92,0.8,4,263,4,0,0,0,RandD,low,medium
5754,0.78,0.57,3,177,3,0,0,0,accounting,medium,medium
1509,0.44,0.52,2,128,3,0,1,0,technical,medium,low
14274,0.36,0.56,2,132,3,0,1,0,IT,medium,low
5356,0.3,0.47,2,159,4,0,0,0,sales,medium,medium
12848,0.5,0.64,3,257,2,1,0,0,accounting,high,low
10589,0.59,0.88,3,159,2,0,0,0,technical,medium,low
9694,0.84,0.49,3,172,4,0,0,0,RandD,medium,medium
12097,0.1,0.84,6,279,4,0,1,0,sales,low,low
12341,0.37,0.47,2,141,3,0,1,0,technical,medium,low
8885,0.68,0.71,4,206,2,0,0,0,hr,medium,medium
10024,0.85,0.56,3,199,4,0,0,0,sales,low,medium
458,0.41,0.48,2,136,3,0,1,0,marketing,medium,low
12371,0.36,0.51,2,135,3,0,1,0,IT,low,low
12641,0.74,0.97,4,228,5,0,1,0,hr,low,low
281,0.27,0.56,3,301,3,0,1,0,support,low,low
7955,0.61,0.48,4,163,3,0,0,0,sales,medium,low
11856,0.81,0.92,4,268,3,0,0,0,sales,low,low
1279,0.85,0.84,5,272,6,0,1,0,technical,medium,low
1277,0.78,1.0,4,267,5,0,1,0,technical,medium,low
274,0.11,0.9,6,254,4,0,1,0,technical,low,low
12125,0.11,0.92,6,260,4,0,1,0,support,low,low
2848,0.53,0.92,3,207,4,1,0,0,sales,low,low
1470,0.45,0.51,2,155,3,1,1,0,sales,medium,low
3870,0.2,0.93,4,101,5,0,0,0,support,low,medium
7786,0.65,0.81,4,192,3,0,0,0,accounting,low,medium
2943,0.68,0.51,4,224,2,0,0,0,technical,low,low
14387,0.41,0.48,2,148,3,0,1,0,sales,low,low
126,0.38,0.49,2,132,3,0,1,0,support,low,low
527,0.09,0.9,7,289,4,0,1,0,product_mng,low,low
4975,0.86,0.94,5,209,4,0,0,0,sales,low,low
13963,0.78,0.57,3,209,3,0,0,0,product_mng,medium,low
13025,0.88,0.61,4,177,4,1,0,0,support,low,low
137,0.42,0.48,2,129,3,0,1,0,management,low,low
6230,0.56,0.81,3,165,4,0,0,0,support,low,low
5912,0.34,0.6,4,154,2,0,0,0,hr,low,medium
7013,0.63,0.67,5,250,2,0,0,0,product_mng,low,low
1977,0.42,0.49,2,153,3,0,1,0,product_mng,medium,low
13622,0.94,0.51,6,239,5,0,0,0,sales,medium,medium
11849,0.2,0.7,4,225,5,0,0,0,support,low,medium
14033,0.57,0.99,3,222,3,1,0,1,management,low,high
9953,0.75,0.95,4,177,3,0,0,0,accounting,low,medium
1319,0.4,0.52,2,143,3,0,1,0,sales,medium,low
7499,0.93,0.58,5,238,2,0,0,0,sales,medium,low
12612,0.37,0.47,2,138,3,1,1,0,accounting,medium,low
14488,0.74,0.89,5,229,6,0,1,0,support,low,low
6187,0.87,0.82,5,138,3,1,0,0,management,low,medium
3736,0.66,0.64,4,204,2,0,0,0,RandD,low,medium
11951,0.71,0.69,4,222,4,0,0,0,sales,medium,medium
7628,0.89,0.5,2,238,4,0,0,0,RandD,low,medium
11436,0.77,0.71,5,250,3,1,0,0,sales,medium,low
9152,0.66,0.84,4,186,3,0,0,0,IT,medium,low
13289,0.69,0.88,3,164,10,0,0,0,management,medium,high
7750,0.62,0.5,4,198,3,1,0,0,technical,low,low
12496,0.1,0.82,6,244,4,0,1,0,technical,medium,low
1219,0.75,1.0,4,243,5,0,1,0,RandD,low,low
3979,0.15,0.74,2,176,3,1,0,0,sales,low,low
10442,0.71,0.51,4,202,3,0,0,0,IT,medium,medium
3769,0.56,0.56,4,195,2,0,0,0,hr,medium,medium
1382,0.1,0.88,6,263,4,0,1,0,marketing,low,low
10115,0.6,0.66,5,143,2,0,0,0,technical,low,low
1980,0.1,0.79,6,301,5,0,1,0,RandD,medium,low
317,0.37,0.46,2,153,3,0,1,0,sales,low,low
6475,1.0,0.49,4,227,3,1,0,0,IT,medium,low
6893,0.86,0.94,3,212,3,0,0,0,sales,medium,low
10590,0.56,0.83,3,236,3,1,0,0,technical,medium,low
3264,0.59,0.79,4,209,2,0,0,0,technical,medium,low
3536,0.13,0.91,2,149,5,0,0,0,sales,medium,medium
9870,0.96,0.86,2,163,3,0,0,0,sales,low,low
4793,0.56,0.52,4,158,2,0,0,0,IT,low,low
7305,0.44,0.67,3,113,2,0,0,0,support,low,low
832,0.39,0.48,2,161,3,0,1,0,IT,low,low
1127,0.1,0.85,7,261,4,0,1,0,IT,medium,low
1770,0.84,1.0,5,250,5,0,1,0,sales,low,low
5455,0.62,0.72,2,180,2,1,0,0,technical,low,low
4571,0.69,0.92,4,149,2,0,0,0,product_mng,medium,low
14320,0.4,0.49,2,155,3,0,1,0,hr,medium,low
10465,0.76,0.79,3,111,2,0,0,0,sales,low,low
2194,0.83,0.65,4,162,3,0,0,0,technical,low,low
1747,0.39,0.48,2,159,3,0,1,0,product_mng,medium,low
11189,0.48,0.67,3,183,2,0,0,0,technical,low,low
4109,0.84,0.48,4,269,2,0,0,0,IT,medium,low
4345,0.79,0.49,5,210,3,0,0,0,IT,medium,medium
13231,0.65,0.91,4,224,2,1,0,0,sales,low,low
5978,0.56,0.83,5,275,2,0,0,0,sales,medium,low
11110,0.44,0.51,2,219,4,0,0,0,sales,low,medium
8018,0.72,0.59,4,245,2,0,0,0,management,low,high
8049,0.58,0.55,3,178,5,0,0,0,technical,low,medium
9831,0.64,0.81,3,209,3,0,0,0,management,low,high
8465,0.84,0.48,3,266,2,0,0,0,product_mng,medium,low
10651,0.13,0.76,5,219,4,0,0,0,technical,low,medium
40,0.87,0.88,5,269,5,0,1,0,technical,low,low
5136,0.21,0.6,5,249,4,0,0,0,sales,medium,medium
12545,0.78,1.0,5,236,5,0,1,0,sales,medium,low
8914,0.72,0.84,2,173,2,1,0,0,management,high,high
1745,0.09,0.78,6,260,4,0,1,0,IT,medium,low
1352,0.74,1.0,5,248,5,0,1,0,support,medium,low
7812,0.89,0.76,4,133,2,0,0,0,accounting,low,low
1868,0.44,0.56,2,133,3,0,1,0,technical,medium,low
9175,0.64,0.99,5,262,5,0,0,0,sales,low,medium
12313,0.41,0.49,2,130,3,0,1,0,marketing,low,low
618,0.45,0.57,2,148,3,0,1,0,marketing,high,low
494,0.84,1.0,5,218,5,0,1,0,technical,medium,low
1790,0.44,0.55,2,156,3,0,1,0,hr,medium,low
5070,0.74,0.63,3,180,2,0,0,0,hr,low,medium
10481,0.84,0.73,3,181,3,1,0,0,sales,medium,low
8416,0.21,0.39,2,118,4,0,0,0,sales,medium,low
9456,0.53,0.69,4,135,3,0,0,0,product_mng,low,low
3301,0.49,0.69,2,147,2,0,0,0,sales,medium,low
597,0.11,0.9,6,263,4,0,1,0,IT,low,low
6606,0.63,0.5,4,167,3,1,0,0,technical,medium,low
1656,0.84,0.85,5,260,5,0,1,0,support,low,low
2717,0.74,0.69,3,230,2,0,0,0,support,medium,low
12584,0.41,0.56,2,154,3,0,1,1,support,medium,medium
7327,0.61,0.78,4,244,4,0,0,0,RandD,medium,medium
13553,0.59,0.64,5,123,2,0,0,0,product_mng,low,low
10339,0.14,0.76,5,215,4,0,0,0,technical,low,medium
12752,0.37,0.57,2,129,3,0,1,0,product_mng,low,low
10930,0.8,0.82,4,271,4,0,0,0,sales,low,medium
11492,0.77,0.49,2,286,7,0,0,0,marketing,low,medium
1824,0.44,0.51,2,152,3,0,1,0,product_mng,medium,low
432,0.44,0.51,2,150,3,0,1,0,support,low,low
13588,0.95,0.5,4,259,3,0,0,0,sales,low,low
375,0.73,0.99,5,262,5,0,1,0,product_mng,medium,low
3912,0.44,0.57,5,183,2,1,0,0,sales,low,low
12078,0.43,0.56,2,157,3,0,1,0,sales,low,low
1369,0.11,0.89,6,284,4,0,1,0,RandD,low,low
5224,0.7,0.63,3,209,3,0,0,0,technical,low,low
1250,0.88,0.92,4,225,5,0,1,0,accounting,low,low
12290,0.4,0.46,2,128,3,0,1,0,management,low,low
5571,0.98,0.86,4,254,2,1,0,0,RandD,low,medium
2046,0.84,0.65,2,140,3,0,0,0,IT,low,low
6973,0.58,0.57,3,144,4,1,0,0,sales,medium,low
11649,0.91,0.77,3,195,7,0,0,0,sales,medium,medium
10963,0.6,0.6,4,147,3,0,0,0,support,low,low
6168,0.82,0.5,3,198,4,0,0,0,IT,medium,medium
8138,0.64,0.53,4,133,3,0,0,0,support,low,low
14534,0.11,0.91,7,287,4,0,1,0,sales,low,low
12160,0.1,0.95,7,301,4,0,1,0,marketing,low,low
1421,0.86,0.93,5,241,5,1,1,0,support,low,low
11380,0.24,0.62,6,225,6,0,0,0,sales,low,medium
6043,0.58,0.62,3,213,2,0,0,0,sales,medium,low
13929,0.63,0.85,4,182,3,1,0,0,sales,high,low
4170,0.92,0.46,5,195,5,0,0,0,support,low,medium
3685,0.68,0.88,5,201,3,0,0,0,sales,medium,low
11557,0.97,0.54,3,154,8,1,0,0,sales,medium,medium
7838,0.57,0.86,3,164,2,0,0,0,support,medium,low
7479,0.65,0.97,3,198,3,0,0,0,RandD,low,medium
14783,0.75,0.97,5,243,6,0,1,0,technical,medium,low
378,0.31,0.56,4,238,2,0,1,0,accounting,medium,low
3537,0.93,0.92,3,205,3,0,0,0,sales,medium,low
3362,0.86,0.51,4,211,2,1,0,0,technical,low,low
7985,0.48,0.51,3,201,2,1,0,0,support,low,low
6625,0.72,0.49,4,148,2,0,0,0,IT,low,low
14090,0.78,0.8,3,256,2,0,0,0,IT,medium,low
1077,0.8,0.95,5,244,5,0,1,0,sales,medium,low
10088,0.81,0.77,4,239,3,0,0,0,sales,medium,low
8233,0.14,0.51,5,259,5,0,0,0,product_mng,medium,medium
12698,0.43,0.48,2,135,3,0,1,0,sales,medium,low
7920,0.5,0.65,5,285,6,0,0,0,management,high,high
1402,0.84,0.86,5,240,5,0,1,0,accounting,medium,low
11999,0.5,0.73,4,180,3,0,0,0,IT,low,low
4077,0.62,0.74,4,155,3,0,0,0,hr,medium,medium
2685,0.63,0.5,3,140,2,0,0,0,sales,high,low
4639,0.69,0.64,3,275,3,0,0,0,technical,low,low
7218,0.55,0.65,5,138,2,0,0,0,technical,medium,low
693,0.1,0.83,6,278,4,0,1,0,marketing,medium,low
6605,0.73,0.6,3,145,6,1,0,0,technical,medium,medium
13948,0.69,0.66,3,215,6,0,0,0,sales,high,medium
14758,0.37,0.5,2,141,3,0,1,0,sales,low,low
961,0.73,0.83,5,270,5,1,1,0,support,medium,low
4572,0.67,0.99,5,237,3,0,0,0,product_mng,medium,low
14145,0.88,0.51,5,195,4,0,0,0,IT,low,medium
9236,0.77,0.53,5,256,3,0,0,0,accounting,medium,medium
10329,0.56,0.57,4,161,3,0,0,0,sales,medium,low
5282,0.69,0.55,4,234,2,0,0,0,sales,medium,low
14279,0.76,0.86,5,223,5,1,1,0,product_mng,medium,low
14025,0.53,0.47,6,106,6,0,0,0,management,high,high
628,0.72,0.85,5,244,6,0,1,0,sales,low,low
10763,0.28,0.37,3,164,4,1,0,0,accounting,low,medium
6495,0.6,0.71,3,195,2,0,0,0,sales,low,low
5760,0.98,0.78,3,197,2,0,0,0,hr,low,medium
5534,0.86,0.87,4,183,3,0,0,0,technical,low,low
3197,0.94,0.77,5,210,3,0,0,0,product_mng,high,low
11039,0.31,0.87,6,240,3,1,0,0,hr,low,medium
663,0.1,0.79,6,256,5,0,1,0,support,low,low
8003,0.69,0.69,3,236,4,0,0,0,product_mng,medium,medium
6166,0.86,0.74,2,178,3,0,0,0,management,medium,high
5274,0.95,0.73,3,243,3,1,0,0,sales,medium,low
5477,0.57,0.75,3,159,2,0,0,0,technical,medium,low
7704,0.94,0.58,5,215,2,0,0,0,RandD,low,medium
13129,0.64,0.9,5,266,3,0,0,0,support,low,low
10735,0.86,0.64,3,245,4,0,0,0,support,high,medium
448,0.36,0.48,2,159,3,0,1,0,product_mng,low,low
9540,0.71,0.55,4,273,3,1,0,0,RandD,medium,medium
11029,0.52,0.59,5,150,2,0,0,0,sales,low,low
4406,0.37,0.4,4,161,2,0,0,0,support,low,low
14133,0.92,0.44,3,260,8,0,0,0,sales,low,medium
2931,0.42,0.73,4,208,5,0,0,0,accounting,low,medium
1332,0.1,0.8,6,248,4,0,1,0,technical,low,low
4887,0.65,0.88,4,268,4,0,0,0,support,medium,low
3123,0.87,0.57,4,227,3,0,0,0,product_mng,low,low
566,0.11,0.79,7,310,4,0,1,0,hr,low,low
8837,0.81,0.52,4,274,3,0,0,0,technical,medium,low
12994,0.78,0.6,4,206,3,0,0,0,sales,medium,low
14522,0.11,0.95,7,300,4,0,1,0,management,medium,low
8219,0.9,0.83,3,273,4,0,0,0,support,medium,low
11072,1.0,0.86,2,264,3,0,0,0,IT,medium,low
291,0.87,0.84,5,231,5,0,1,0,IT,low,low
14389,0.37,0.51,2,127,3,0,1,0,sales,medium,low
11455,0.63,0.48,4,179,3,0,0,0,marketing,low,medium
14329,0.37,0.57,2,133,3,0,1,0,technical,low,low
10883,0.48,0.86,5,198,4,0,0,0,technical,low,medium
13965,0.61,0.79,5,230,10,0,0,0,management,high,high
8862,0.25,0.96,6,217,4,0,0,0,marketing,low,medium
11452,0.82,0.51,2,268,2,0,0,0,management,high,high
14053,0.68,0.75,4,258,3,0,0,0,management,high,high
1024,0.42,0.47,2,129,3,0,1,0,hr,low,low
12745,0.11,0.78,6,245,4,0,1,0,technical,low,low
779,0.11,0.9,7,247,4,0,1,0,sales,medium,low
14125,0.74,0.7,4,273,3,0,0,0,sales,medium,low
4101,1.0,0.93,5,182,3,1,0,0,support,medium,low
4673,0.98,0.88,5,203,5,1,0,0,sales,medium,medium
5925,0.89,0.86,3,208,3,0,0,0,support,low,low
